mean_radius,std_radius,mean_time,mean_sillhouette_s,std_sillhouette_s,mean_rand_s,std_rand_s
0.5197777401284501,1.1102230246251565e-16,0.040353981653849284,0.36309608070209287,1.1102230246251565e-16,0.49900601202404826,1.6653345369377348e-16
0.5050925934219951,1.1102230246251565e-16,0.03919819196065267,0.499025610101652,1.1102230246251565e-16,0.76161122244489,2.220446049250313e-16
0.4762437142712218,0.0,0.04006498654683431,0.6541271614843063,2.220446049250313e-16,0.9049539078156312,0.0
0.34135311973132476,1.1102230246251565e-16,0.041591517130533856,0.5015848399996623,0.0,0.8063326653306613,0.0
0.38709089447538675,0.0,0.04367226759592692,0.654252233403572,1.1102230246251565e-16,0.9868136272545092,1.1102230246251565e-16
0.5293551114534711,0.0,0.04284609953562419,0.2763199283018657,0.0,0.508817635270541,1.1102230246251565e-16
0.5165284630539975,1.1102230246251565e-16,0.04381551742553711,0.4842026522590641,5.551115123125783e-17,0.747302605210421,2.220446049250313e-16
0.46541063360766993,5.551115123125783e-17,0.039903847376505534,0.5903856343140832,1.1102230246251565e-16,0.9030220440881761,2.220446049250313e-16
0.281999849225923,0.0,0.006171385447184245,0.6917030941440554,2.220446049250313e-16,0.9687374749499,2.220446049250313e-16
0.3276707350923569,1.1102230246251565e-16,0.030969889958699544,0.6093710785158061,1.1102230246251565e-16,0.9690260521042084,0.0
