mean_radius,std_radius,mean_time,mean_sillhouette_s,std_sillhouette_s,mean_rand_s,std_rand_s
0.15687142847807095,0.010740920411125926,0.24906771977742512,0.593340616137596,0.04786602575520368,0.9617229864295308,0.0068008634302387
0.20624991755029723,0.029034984763361145,0.1773256222407023,0.566857973663337,0.06694204957644016,0.9163647293764025,0.016161922500927132
0.1775465846960982,0.013717030641297982,0.20975735982259114,0.5831133160797625,0.04108928322665366,0.9315005836251459,0.01722827840728841
0.20795059637539184,0.016823100407851697,0.18169061342875162,0.7232345880684666,0.026469345960627128,0.9827027772630882,0.01064571302375674
0.17068029822808992,0.014818952476567686,0.15567607879638673,0.7287005698563207,0.031127418869090238,0.9590737440066709,0.007558290160762776
0.157625808896971,0.014046459390803567,0.32760132948557535,0.4699178825328875,0.03938613928724054,0.9295168342435224,0.017635537930998396
0.1915139557851698,0.017463987686462002,0.23522897561391196,0.5884648732132136,0.07019670304302807,0.9416767957507256,0.0156840540187379
0.13416016037548853,0.017389208178245307,0.40090011755625404,0.4679050134948343,0.06412721647151923,0.9340932986270606,0.014573112969672796
0.16705905616053981,0.029969406580382146,0.3211432377497355,0.5611733208371682,0.04798136759104316,0.9538426478844485,0.01576857656840658
0.18469310506722236,0.007834801942756143,0.21545416514078777,0.6171793644089775,0.037248659456088365,0.9498121227280306,0.009762056410698074
