mean_radius,std_radius,mean_time,mean_sillhouette_s,std_sillhouette_s,mean_rand_s,std_rand_s
0.6318025960098795,2.220446049250313e-16,0.0528782765070597,0.2699834850579672,5.551115123125783e-17,0.5892481298934487,1.1102230246251563e-16
0.58807077659632,9.288792252416251e-17,0.1242206573486328,0.2187553487172248,5.551115123125783e-17,0.6165555982016807,1.1102230246251563e-16
0.3937065106250894,1.1102230246251563e-16,0.1207122643788655,0.4255140197304387,5.551115123125783e-17,0.8894326081520381,0.0
0.6032938078824556,1.1102230246251563e-16,0.1112899859746297,0.2898933610525616,1.1102230246251563e-16,0.7884751729262874,2.220446049250313e-16
0.3497048339485779,1.6653345369377348e-16,0.0030818065007527,0.5203621486676546,0.0,0.973959731543624,2.220446049250313e-16
0.6318025960098795,2.220446049250313e-16,0.0528782765070597,0.2699834850579672,5.551115123125783e-17,0.5892481298934487,1.1102230246251563e-16
0.6032938078824556,1.1102230246251563e-16,0.1112899859746297,0.2898933610525616,1.1102230246251563e-16,0.7884751729262874,2.220446049250313e-16
0.3937065106250894,1.1102230246251563e-16,0.1207122643788655,0.4255140197304387,5.551115123125783e-17,0.8894326081520381,0.0
0.58807077659632,9.288792252416251e-17,0.1242206573486328,0.2187553487172248,5.551115123125783e-17,0.6165555982016807,1.1102230246251563e-16
0.3497048339485779,1.6653345369377348e-16,0.0030818065007527,0.5203621486676546,0.0,0.973959731543624,2.220446049250313e-16
