mean_radius,std_radius,mean_time,mean_sillhouette_s,std_sillhouette_s,mean_rand_s,std_rand_s
0.4013961288236957,0.0349057091328919,0.2585210720698038,0.1056213651337762,0.0496972914840785,0.535054814974837,0.0297921042859052
0.3832327802916039,0.0264678098700567,0.819428579012553,0.1879482416467538,0.0762939714154129,0.4225589959758754,0.0492852493463483
0.2057821399901843,0.0183325643819702,0.6890370925267537,0.2455972518660512,0.0967105902530317,0.7100951362840711,0.035232509054654
0.3904051254248628,0.0265243667148934,0.4100653489430745,0.0261591147394869,0.0109707889290826,0.6385414098871256,0.0480499787774852
0.626994780014914,0.0815920992280494,0.0106554905573527,0.3649796036861167,0.0590641897820758,0.7962565249813573,0.041518116079758
0.4013961288236957,0.0349057091328919,0.2585210720698038,0.1056213651337762,0.0496972914840785,0.535054814974837,0.0297921042859052
0.3904051254248628,0.0265243667148934,0.4100653489430745,0.0261591147394869,0.0109707889290826,0.6385414098871256,0.0480499787774852
0.2057821399901843,0.0183325643819702,0.6890370925267537,0.2455972518660512,0.0967105902530317,0.7100951362840711,0.035232509054654
0.3832327802916039,0.0264678098700567,0.819428579012553,0.1879482416467538,0.0762939714154129,0.4225589959758754,0.0492852493463483
0.626994780014914,0.0815920992280494,0.0106554905573527,0.3649796036861167,0.0590641897820758,0.7962565249813573,0.041518116079758
